id ,date,t1_name,t2_name,t1_batAvg,t2_batAvg,t1_OBP,t2_OBP,t1_OPS,t2_OPS,t1_slug,t2_slug,t1_ERA,t2_ERA,t1_winner?
1208,"Saturday, July 1, 2017",MIA,MIL,0.206,0.306,0.27,0.375,0.623,0.903,0.353,0.528,9.0,4.0,0
1209,"Saturday, July 1, 2017",PHI,NYM,0.27,0.323,0.341,0.364,0.747,1.17,0.405,0.806,7.88,4.0,0
1210,"Saturday, July 1, 2017",ATL,OAK,0.206,0.235,0.243,0.316,0.567,0.639,0.324,0.324,3.0,2.0,1
1211,"Saturday, July 1, 2017",SFG,PIT,0.135,0.179,0.22,0.347,0.49,0.603,0.27,0.256,0.82,0.82,1
1212,"Saturday, July 1, 2017",LAD,SDP,0.35,0.129,0.422,0.156,1.047,0.318,0.625,0.161,0.0,8.0,1
1213,"Saturday, July 1, 2017",WSN,STL,0.212,0.143,0.278,0.2,0.52,0.486,0.242,0.286,2.25,1.0,0
1214,"Saturday, July 1, 2017",BOS,TOR,0.333,0.182,0.39,0.27,0.807,0.573,0.417,0.303,1.0,7.0,1
1215,"Sunday, July 2, 2017",SEA,LAA,0.212,0.2,0.316,0.242,0.649,0.442,0.333,0.2,3.0,5.0,1
1216,"Sunday, July 2, 2017",COL,ARI,0.278,0.25,0.333,0.314,0.611,0.721,0.278,0.406,4.32,2.0,0
1217,"Sunday, July 2, 2017",TBR,BAL,0.161,0.226,0.212,0.294,0.502,0.746,0.29,0.452,6.75,1.0,0
1218,"Sunday, July 2, 2017",TEX,CHW,0.237,0.2,0.293,0.382,0.635,0.862,0.342,0.48,6.75,3.0,0
1219,"Sunday, July 2, 2017",CHC,CIN,0.306,0.156,0.375,0.229,0.986,0.385,0.611,0.156,2.0,6.0,1
1220,"Sunday, July 2, 2017",CLE,DET,0.341,0.282,0.449,0.364,1.132,0.825,0.683,0.462,7.0,11.0,1
1221,"Sunday, July 2, 2017",NYY,HOU,0.188,0.368,0.297,0.415,0.547,1.125,0.25,0.711,9.0,1.0,0
1222,"Sunday, July 2, 2017",MIN,KCR,0.235,0.314,0.297,0.385,0.533,0.842,0.235,0.457,6.75,2.0,0
1223,"Sunday, July 2, 2017",MIA,MIL,0.395,0.212,0.5,0.27,1.198,0.695,0.698,0.424,3.0,10.0,1
1224,"Sunday, July 2, 2017",PHI,NYM,0.324,0.069,0.359,0.182,0.71,0.354,0.351,0.172,1.0,7.0,1
1225,"Sunday, July 2, 2017",ATL,OAK,0.22,0.15,0.289,0.314,0.728,0.539,0.439,0.225,2.25,3.0,1
1226,"Sunday, July 2, 2017",SFG,PIT,0.235,0.206,0.25,0.206,0.632,0.676,0.382,0.471,3.0,5.0,1
1227,"Sunday, July 2, 2017",LAD,SDP,0.257,0.355,0.366,0.412,0.766,0.96,0.4,0.548,5.62,3.0,0
1228,"Sunday, July 2, 2017",WSN,STL,0.323,0.152,0.439,0.222,1.116,0.495,0.677,0.273,2.0,6.0,1
1229,"Sunday, July 2, 2017",BOS,TOR,0.457,0.167,0.5,0.235,1.261,0.435,0.761,0.2,1.0,15.0,1
1230,"Monday, July 3, 2017",CIN,COL,0.172,0.312,0.242,0.361,0.622,0.986,0.379,0.625,5.62,3.0,0
1231,"Monday, July 3, 2017",BAL,MIL,0.188,0.333,0.235,0.378,0.454,0.742,0.219,0.364,9.0,0.0,0
1232,"Monday, July 3, 2017",LAA,MIN,0.324,0.361,0.342,0.452,0.856,1.063,0.514,0.611,10.12,5.0,0
1233,"Monday, July 3, 2017",TOR,NYY,0.242,0.267,0.306,0.371,0.669,0.738,0.364,0.367,4.5,3.0,0
1234,"Monday, July 3, 2017",CHW,OAK,0.306,0.152,0.444,0.243,0.917,0.425,0.472,0.182,2.0,5.0,1
1235,"Monday, July 3, 2017",PIT,PHI,0.125,0.233,0.152,0.258,0.339,0.725,0.188,0.467,4.5,0.0,0
1236,"Monday, July 3, 2017",KCR,SEA,0.212,0.129,0.206,0.182,0.63,0.311,0.424,0.129,1.0,3.0,1
1237,"Monday, July 3, 2017",MIA,STL,0.325,0.417,0.372,0.477,0.772,1.116,0.4,0.639,15.75,6.0,0
1238,"Monday, July 3, 2017",BOS,TEX,0.238,0.179,0.347,0.256,0.633,0.717,0.286,0.462,4.09,3.27,1
1239,"Monday, July 3, 2017",NYM,WSN,0.2,0.194,0.294,0.324,0.594,0.615,0.3,0.29,3.12,2.0,0
1240,"Tuesday, July 4, 2017",HOU,ATL,0.442,0.242,0.51,0.316,1.324,0.649,0.814,0.333,4.0,16.0,1
1241,"Tuesday, July 4, 2017",TBR,CHC,0.273,0.306,0.324,0.405,0.718,0.766,0.394,0.361,5.0,5.0,1
1242,"Tuesday, July 4, 2017",SDP,CLE,0.167,0.161,0.194,0.235,0.394,0.493,0.2,0.258,0.0,1.0,1
1243,"Tuesday, July 4, 2017",CIN,COL,0.286,0.286,0.359,0.286,0.959,0.571,0.6,0.286,1.0,8.0,1
1244,"Tuesday, July 4, 2017",SFG,DET,0.156,0.29,0.182,0.303,0.557,0.755,0.375,0.452,5.62,3.0,0
1245,"Tuesday, July 4, 2017",ARI,LAD,0.182,0.273,0.25,0.333,0.583,0.788,0.333,0.455,4.5,3.0,0
1246,"Tuesday, July 4, 2017",BAL,MIL,0.242,0.267,0.242,0.333,0.606,1.0,0.364,0.667,6.75,1.0,0
1247,"Tuesday, July 4, 2017",LAA,MIN,0.273,0.355,0.333,0.405,0.818,0.922,0.485,0.516,5.62,3.0,0
1248,"Tuesday, July 4, 2017",TOR,NYY,0.265,0.129,0.324,0.206,0.589,0.432,0.265,0.226,1.0,4.0,1
1249,"Tuesday, July 4, 2017",CHW,OAK,0.342,0.25,0.342,0.314,0.842,1.002,0.5,0.688,7.56,6.0,0
1250,"Tuesday, July 4, 2017",PIT,PHI,0.167,0.188,0.257,0.297,0.624,0.579,0.367,0.281,0.0,3.0,1
1251,"Tuesday, July 4, 2017",KCR,SEA,0.2,0.242,0.282,0.342,0.796,0.585,0.514,0.242,2.0,6.0,1
1252,"Tuesday, July 4, 2017",MIA,STL,0.286,0.206,0.306,0.27,0.734,0.564,0.429,0.294,2.0,2.0,1
1253,"Tuesday, July 4, 2017",BOS,TEX,0.413,0.27,0.449,0.341,1.101,0.801,0.652,0.459,4.0,10.0,1
1254,"Tuesday, July 4, 2017",NYM,WSN,0.306,0.378,0.359,0.452,0.915,0.912,0.556,0.459,12.38,4.0,0
1255,"Wednesday, July 5, 2017",HOU,ATL,0.39,0.229,0.432,0.25,0.993,0.621,0.561,0.371,4.0,10.0,1
1256,"Wednesday, July 5, 2017",TBR,CHC,0.258,0.323,0.294,0.447,0.617,0.931,0.323,0.484,7.88,3.0,0
1257,"Wednesday, July 5, 2017",SDP,CLE,0.342,0.368,0.39,0.368,0.917,0.868,0.526,0.5,1.0,5.0,1
1258,"Wednesday, July 5, 2017",CIN,COL,0.297,0.207,0.35,0.303,0.728,0.717,0.378,0.414,5.62,2.0,0
1259,"Wednesday, July 5, 2017",SFG,DET,0.273,0.265,0.4,0.297,0.764,0.621,0.364,0.324,4.0,5.0,1
1260,"Wednesday, July 5, 2017",ARI,LAD,0.133,0.148,0.212,0.258,0.379,0.517,0.167,0.259,1.12,0.0,0
1261,"Wednesday, July 5, 2017",BAL,MIL,0.229,0.194,0.27,0.242,0.613,0.63,0.343,0.387,3.38,0.0,0
1262,"Wednesday, July 5, 2017",LAA,MIN,0.226,0.206,0.273,0.27,0.628,0.535,0.355,0.265,1.0,2.0,1
1263,"Wednesday, July 5, 2017",TOR,NYY,0.297,0.194,0.395,0.324,1.017,0.744,0.622,0.419,6.0,7.0,1
1264,"Wednesday, July 5, 2017",CHW,OAK,0.161,0.29,0.212,0.389,0.599,0.841,0.387,0.452,6.75,4.0,0
1265,"Wednesday, July 5, 2017",PIT,PHI,0.229,0.278,0.3,0.297,0.671,0.742,0.371,0.444,2.0,3.0,1
1266,"Wednesday, July 5, 2017",KCR,SEA,0.244,0.243,0.326,0.282,0.814,0.796,0.488,0.514,5.4,6.3,1
1267,"Wednesday, July 5, 2017",MIA,STL,0.368,0.273,0.419,0.333,1.155,0.667,0.737,0.333,6.0,4.0,1
1268,"Wednesday, July 5, 2017",BOS,TEX,0.1,0.276,0.182,0.378,0.382,0.999,0.2,0.621,6.75,0.0,0
1269,"Thursday, July 6, 2017",MIL,CHC,0.342,0.194,0.458,0.242,0.932,0.565,0.474,0.323,2.0,11.0,1
1270,"Thursday, July 6, 2017",SDP,CLE,0.161,0.378,0.156,0.419,0.382,1.175,0.226,0.757,11.25,2.0,0
1271,"Thursday, July 6, 2017",CIN,COL,0.371,0.25,0.45,0.265,1.107,0.577,0.657,0.313,3.0,6.0,1
1272,"Thursday, July 6, 2017",SFG,DET,0.156,0.267,0.182,0.371,0.432,0.838,0.25,0.467,6.75,2.0,0
1273,"Thursday, July 6, 2017",ARI,LAD,0.206,0.267,0.25,0.45,0.75,0.883,0.5,0.433,5.62,4.0,0
1274,"Thursday, July 6, 2017",BAL,MIN,0.289,0.242,0.317,0.306,0.738,0.609,0.421,0.303,6.75,3.0,0
1275,"Thursday, July 6, 2017",PIT,PHI,0.289,0.222,0.325,0.3,0.878,0.559,0.553,0.259,2.0,6.0,1
1276,"Thursday, July 6, 2017",OAK,SEA,0.286,0.324,0.375,0.361,0.918,0.979,0.543,0.618,4.0,7.0,1
1277,"Thursday, July 6, 2017",MIA,STL,0.316,0.25,0.381,0.368,0.723,0.9,0.342,0.531,4.5,3.0,0
1278,"Thursday, July 6, 2017",BOS,TBR,0.2,0.25,0.306,0.273,0.506,0.804,0.2,0.531,4.5,1.0,0
1279,"Thursday, July 6, 2017",HOU,TOR,0.306,0.351,0.359,0.4,0.887,0.914,0.528,0.514,6.75,4.0,0
1280,"Thursday, July 6, 2017",ATL,WSN,0.316,0.306,0.366,0.316,0.892,0.816,0.526,0.5,2.0,5.0,1
1281,"Friday, July 7, 2017",CIN,ARI,0.235,0.258,0.257,0.343,0.698,0.827,0.441,0.484,4.5,3.0,0
1282,"Friday, July 7, 2017",PIT,CHC,0.188,0.303,0.333,0.395,0.552,1.061,0.219,0.667,6.75,0.0,0
1283,"Friday, July 7, 2017",DET,CLE,0.303,0.432,0.324,0.511,0.657,1.241,0.333,0.73,12.38,2.0,0
1284,"Friday, July 7, 2017",CHW,COL,0.314,0.395,0.351,0.439,0.808,1.176,0.457,0.737,10.12,4.0,0
1285,"Friday, July 7, 2017",KCR,LAD,0.167,0.303,0.219,0.378,0.452,0.833,0.233,0.455,4.5,1.0,0
1286,"Friday, July 7, 2017",BAL,MIN,0.333,0.389,0.351,0.405,0.962,0.933,0.611,0.528,9.0,6.0,0
1287,"Friday, July 7, 2017",MIL,NYY,0.359,0.129,0.422,0.282,1.038,0.669,0.615,0.387,2.0,9.0,1
1288,"Friday, July 7, 2017",SDP,PHI,0.235,0.25,0.25,0.289,0.779,0.706,0.529,0.417,3.0,4.0,1
1289,"Friday, July 7, 2017",OAK,SEA,0.107,0.355,0.219,0.371,0.362,0.888,0.143,0.516,7.88,2.0,0
1290,"Friday, July 7, 2017",MIA,SFG,0.4,0.161,0.415,0.188,1.015,0.51,0.6,0.323,1.0,6.0,1
1291,"Friday, July 7, 2017",NYM,STL,0.25,0.294,0.341,0.286,0.869,0.962,0.528,0.676,5.0,5.0,1
1292,"Friday, July 7, 2017",BOS,TBR,0.297,0.294,0.366,0.4,0.933,0.871,0.568,0.471,3.0,8.0,1
1293,"Friday, July 7, 2017",LAA,TEX,0.111,0.353,0.143,0.421,0.254,1.068,0.111,0.647,11.25,0.0,0
1294,"Friday, July 7, 2017",HOU,TOR,0.359,0.2,0.422,0.25,1.191,0.65,0.769,0.4,2.0,9.0,1
1295,"Friday, July 7, 2017",ATL,WSN,0.206,0.286,0.308,0.35,0.69,0.664,0.382,0.314,4.82,3.6,0
1296,"Saturday, July 8, 2017",CIN,ARI,0.212,0.097,0.325,0.176,0.901,0.273,0.576,0.097,0.0,7.0,1
1297,"Saturday, July 8, 2017",PIT,CHC,0.206,0.129,0.289,0.182,0.672,0.537,0.382,0.355,2.0,3.0,1
1298,"Saturday, July 8, 2017",DET,CLE,0.133,0.281,0.188,0.368,0.354,0.9,0.167,0.531,4.5,0.0,0
1299,"Saturday, July 8, 2017",CHW,COL,0.281,0.235,0.351,0.289,0.914,0.731,0.563,0.441,4.0,5.0,1
1300,"Saturday, July 8, 2017",KCR,LAD,0.275,0.235,0.326,0.325,0.701,0.796,0.375,0.471,5.0,2.7,0
1301,"Saturday, July 8, 2017",BAL,MIN,0.206,0.257,0.289,0.333,0.731,0.676,0.441,0.343,1.0,5.0,1
1302,"Saturday, July 8, 2017",MIL,NYY,0.188,0.194,0.257,0.265,0.57,0.652,0.313,0.387,5.4,3.0,0
1303,"Saturday, July 8, 2017",SDP,PHI,0.156,0.138,0.206,0.219,0.487,0.495,0.281,0.276,1.0,2.0,1
1304,"Saturday, July 8, 2017",OAK,SEA,0.25,0.212,0.341,0.257,0.814,0.681,0.472,0.424,3.0,4.0,1
1305,"Saturday, July 8, 2017",MIA,SFG,0.278,0.206,0.297,0.308,0.77,0.602,0.472,0.294,4.0,5.0,1
1306,"Saturday, July 8, 2017",NYM,STL,0.206,0.344,0.206,0.432,0.5,1.057,0.294,0.625,4.5,1.0,0
1307,"Saturday, July 8, 2017",BOS,TBR,0.097,0.207,0.176,0.25,0.306,0.56,0.129,0.31,1.12,0.0,0
1308,"Saturday, July 8, 2017",LAA,TEX,0.212,0.312,0.316,0.405,0.679,1.03,0.364,0.625,5.62,2.0,0
1309,"Saturday, July 8, 2017",HOU,TOR,0.233,0.258,0.303,0.395,0.67,0.879,0.367,0.484,7.88,2.0,0
1310,"Saturday, July 8, 2017",ATL,WSN,0.357,0.125,0.426,0.222,0.997,0.378,0.571,0.156,0.0,10.0,1
1311,"Sunday, July 9, 2017",CIN,ARI,0.229,0.233,0.27,0.343,0.585,0.71,0.314,0.367,1.0,2.0,1
1312,"Sunday, July 9, 2017",PIT,CHC,0.316,0.314,0.447,0.4,1.078,0.829,0.632,0.429,3.0,8.0,1
1313,"Sunday, July 9, 2017",DET,CLE,0.27,0.235,0.372,0.316,0.696,0.669,0.324,0.353,2.0,5.0,1
1314,"Sunday, July 9, 2017",CHW,COL,0.038,0.343,0.167,0.439,0.205,0.982,0.038,0.543,11.25,0.0,0
1315,"Sunday, July 9, 2017",KCR,LAD,0.182,0.2,0.182,0.2,0.485,0.767,0.303,0.567,5.62,2.0,0
1316,"Sunday, July 9, 2017",BAL,MIN,0.375,0.152,0.395,0.263,0.97,0.536,0.575,0.273,4.0,11.0,1
1317,"Sunday, July 9, 2017",MIL,NYY,0.257,0.229,0.35,0.325,0.779,0.668,0.429,0.343,3.0,5.0,1
1318,"Sunday, July 9, 2017",SDP,PHI,0.257,0.281,0.308,0.303,0.593,1.178,0.286,0.875,7.88,1.0,0
1319,"Sunday, July 9, 2017",OAK,SEA,0.071,0.25,0.212,0.323,0.319,0.715,0.107,0.393,4.5,0.0,0
1320,"Sunday, July 9, 2017",MIA,SFG,0.283,0.304,0.404,0.333,0.969,0.855,0.565,0.522,6.55,6.55,1
1321,"Sunday, July 9, 2017",NYM,STL,0.107,0.294,0.138,0.333,0.245,0.922,0.107,0.588,6.75,0.0,0
1322,"Sunday, July 9, 2017",BOS,TBR,0.257,0.25,0.333,0.324,0.762,0.752,0.429,0.429,5.62,3.0,0
1323,"Sunday, July 9, 2017",LAA,TEX,0.172,0.077,0.286,0.25,0.631,0.365,0.345,0.115,0.0,3.0,1
1324,"Sunday, July 9, 2017",HOU,TOR,0.378,0.212,0.481,0.316,1.281,0.649,0.8,0.333,1.0,14.0,1
1325,"Sunday, July 9, 2017",ATL,WSN,0.212,0.364,0.278,0.452,0.763,0.907,0.485,0.455,10.12,4.0,0
1326,"Friday, July 14, 2017",TBR,LAA,0.121,0.143,0.171,0.231,0.444,0.488,0.273,0.257,0.9,1.8,1
1327,"Friday, July 14, 2017",ARI,ATL,0.286,0.265,0.359,0.265,0.759,0.706,0.4,0.441,4.5,2.0,0
1328,"Friday, July 14, 2017",CHC,BAL,0.278,0.27,0.316,0.4,1.094,0.914,0.778,0.514,8.0,9.0,1
1329,"Friday, July 14, 2017",NYY,BOS,0.188,0.286,0.235,0.39,0.548,0.762,0.313,0.371,4.5,4.0,0
1330,"Friday, July 14, 2017",SEA,CHW,0.286,0.156,0.359,0.156,0.816,0.375,0.457,0.219,2.0,4.0,1
1331,"Friday, July 14, 2017",WSN,CIN,0.257,0.212,0.333,0.257,0.848,0.5,0.514,0.242,0.0,5.0,1
1332,"Friday, July 14, 2017",TOR,DET,0.235,0.278,0.4,0.316,0.841,0.705,0.441,0.389,1.0,6.0,1
1333,"Friday, July 14, 2017",MIN,HOU,0.156,0.378,0.349,0.455,0.693,1.076,0.344,0.622,4.5,4.0,0
1334,"Friday, July 14, 2017",TEX,KCR,0.2,0.25,0.263,0.273,0.635,0.679,0.371,0.406,3.0,5.0,1
1335,"Friday, July 14, 2017",LAD,MIA,0.294,0.235,0.333,0.297,0.922,0.65,0.588,0.353,4.0,5.0,1
1336,"Friday, July 14, 2017",PHI,MIL,0.257,0.242,0.357,0.316,0.814,0.801,0.457,0.485,10.12,5.0,0
1337,"Friday, July 14, 2017",COL,NYM,0.188,0.452,0.235,0.531,0.454,1.197,0.219,0.667,15.75,1.0,0
1338,"Friday, July 14, 2017",CLE,OAK,0.125,0.207,0.152,0.273,0.308,0.824,0.156,0.552,5.62,0.0,0
1339,"Friday, July 14, 2017",STL,PIT,0.182,0.353,0.182,0.45,0.455,0.979,0.273,0.529,5.4,2.0,0
1340,"Friday, July 14, 2017",SFG,SDP,0.378,0.306,0.415,0.39,0.982,0.807,0.568,0.417,4.0,5.0,1
1341,"Saturday, July 15, 2017",TBR,LAA,0.359,0.242,0.381,0.306,0.971,0.76,0.59,0.455,3.0,6.0,1
1342,"Saturday, July 15, 2017",ARI,ATL,0.27,0.378,0.372,0.41,0.669,1.032,0.297,0.622,9.0,5.0,0
1343,"Saturday, July 15, 2017",CHC,BAL,0.39,0.212,0.444,0.297,1.152,0.6,0.707,0.303,2.0,9.0,1
1344,"Saturday, July 15, 2017",NYY,BOS,0.164,0.151,0.277,0.207,0.55,0.358,0.273,0.151,0.56,2.25,1
1345,"Saturday, July 15, 2017",SEA,CHW,0.188,0.229,0.235,0.308,0.61,0.679,0.375,0.371,1.0,3.0,1
1346,"Saturday, July 15, 2017",WSN,CIN,0.316,0.243,0.409,0.364,0.988,0.742,0.579,0.378,6.0,10.0,1
1347,"Saturday, July 15, 2017",TOR,DET,0.071,0.4,0.103,0.488,0.175,1.203,0.071,0.714,12.38,1.0,0
1348,"Saturday, July 15, 2017",MIN,HOU,0.297,0.212,0.366,0.35,0.798,0.683,0.432,0.333,2.0,4.0,1
1349,"Saturday, July 15, 2017",TEX,KCR,0.172,0.133,0.172,0.188,0.414,0.354,0.241,0.167,0.0,1.0,1
1350,"Saturday, July 15, 2017",LAD,MIA,0.333,0.242,0.419,0.286,1.113,0.558,0.694,0.273,1.0,7.0,1
1351,"Saturday, July 15, 2017",PHI,MIL,0.143,0.25,0.242,0.294,0.564,0.794,0.321,0.5,3.38,2.0,0
1352,"Saturday, July 15, 2017",COL,NYM,0.219,0.242,0.278,0.324,0.653,0.87,0.375,0.545,6.75,3.0,0
1353,"Saturday, July 15, 2017",CLE,OAK,0.161,0.2,0.257,0.226,0.515,0.759,0.258,0.533,5.62,3.0,0
1354,"Saturday, July 15, 2017",STL,PIT,0.25,0.257,0.294,0.278,0.638,0.592,0.344,0.314,0.0,4.0,1
1355,"Saturday, July 15, 2017",SFG,SDP,0.188,0.233,0.297,0.303,0.641,0.87,0.344,0.567,5.4,3.0,0
1356,"Sunday, July 16, 2017",TBR,LAA,0.281,0.267,0.324,0.371,0.73,0.771,0.406,0.4,4.5,3.0,0
1357,"Sunday, July 16, 2017",ARI,ATL,0.133,0.242,0.212,0.286,0.345,0.831,0.133,0.545,6.75,1.0,0
1358,"Sunday, July 16, 2017",CHC,BAL,0.375,0.103,0.419,0.133,1.019,0.271,0.6,0.138,0.0,8.0,1
1359,"Sunday, July 16, 2017",NYY,BOS,0.316,0.133,0.325,0.297,0.746,0.464,0.421,0.167,0.0,1.0,1
1360,"Sunday, July 16, 2017",NYY,BOS,0.229,0.258,0.25,0.258,0.536,0.645,0.286,0.387,3.38,0.0,0
1361,"Sunday, July 16, 2017",SEA,CHW,0.256,0.243,0.318,0.3,0.831,0.841,0.513,0.541,5.4,5.4,1
1362,"Sunday, July 16, 2017",WSN,CIN,0.386,0.194,0.438,0.293,1.233,0.487,0.795,0.194,1.0,14.0,1
1363,"Sunday, July 16, 2017",TOR,DET,0.238,0.216,0.289,0.354,0.741,0.733,0.452,0.378,4.22,4.09,0
1364,"Sunday, July 16, 2017",MIN,HOU,0.167,0.233,0.188,0.324,0.554,0.657,0.367,0.333,5.62,3.0,0
1365,"Sunday, July 16, 2017",TEX,KCR,0.219,0.257,0.265,0.333,0.702,0.648,0.438,0.314,2.08,3.0,0
1366,"Sunday, July 16, 2017",LAD,MIA,0.219,0.257,0.333,0.257,0.708,0.629,0.375,0.371,2.0,3.0,1
1367,"Sunday, July 16, 2017",PHI,MIL,0.286,0.206,0.359,0.25,0.788,0.574,0.429,0.324,2.0,5.0,1
1368,"Sunday, July 16, 2017",COL,NYM,0.422,0.242,0.46,0.278,1.238,0.732,0.778,0.455,4.0,13.0,1
1369,"Sunday, July 16, 2017",CLE,OAK,0.235,0.312,0.297,0.421,0.738,0.89,0.441,0.469,7.88,3.0,0
1370,"Sunday, July 16, 2017",STL,PIT,0.333,0.235,0.385,0.297,0.857,0.65,0.472,0.353,4.15,2.0,0
1371,"Sunday, July 16, 2017",SFG,SDP,0.257,0.333,0.278,0.353,0.678,0.989,0.4,0.636,7.88,1.0,0
1372,"Monday, July 17, 2017",CHC,ATL,0.25,0.188,0.325,0.257,0.769,0.445,0.444,0.188,3.0,4.0,1
1373,"Monday, July 17, 2017",TEX,BAL,0.107,0.286,0.265,0.323,0.408,0.751,0.143,0.429,3.38,1.0,0
1374,"Monday, July 17, 2017",TOR,BOS,0.235,0.194,0.333,0.257,0.716,0.515,0.382,0.258,0.0,4.0,1
1375,"Monday, July 17, 2017",WSN,CIN,0.306,0.138,0.366,0.219,1.005,0.46,0.639,0.241,1.0,6.0,1
1376,"Monday, July 17, 2017",SDP,COL,0.342,0.355,0.381,0.462,0.96,1.074,0.579,0.613,7.88,6.0,0
1377,"Monday, July 17, 2017",SEA,HOU,0.268,0.3,0.333,0.362,0.967,0.887,0.634,0.525,6.3,7.2,1
1378,"Monday, July 17, 2017",DET,KCR,0.385,0.229,0.457,0.325,1.149,0.668,0.692,0.343,2.0,10.0,1
1379,"Monday, July 17, 2017",PHI,MIA,0.176,0.243,0.31,0.391,0.574,0.959,0.265,0.568,5.59,4.5,0
1380,"Monday, July 17, 2017",NYY,MIN,0.242,0.294,0.306,0.351,0.73,0.734,0.424,0.382,3.38,2.0,0
1381,"Monday, July 17, 2017",STL,NYM,0.27,0.229,0.357,0.308,0.817,0.793,0.459,0.486,2.0,6.0,1
1382,"Monday, July 17, 2017",TBR,OAK,0.235,0.067,0.278,0.152,0.748,0.352,0.471,0.2,2.0,3.0,1
1383,"Monday, July 17, 2017",MIL,PIT,0.229,0.382,0.325,0.421,0.582,0.892,0.257,0.471,4.5,2.0,0
1384,"Monday, July 17, 2017",CLE,SFG,0.222,0.194,0.263,0.194,0.624,0.452,0.361,0.258,3.0,3.0,1
1385,"Tuesday, July 18, 2017",WSN,LAA,0.324,0.133,0.342,0.161,0.964,0.528,0.622,0.367,3.0,4.0,1
1386,"Tuesday, July 18, 2017",CHC,ATL,0.235,0.212,0.35,0.278,0.762,0.611,0.412,0.333,1.0,5.0,1
1387,"Tuesday, July 18, 2017",TEX,BAL,0.188,0.4,0.235,0.478,0.517,1.228,0.281,0.75,12.38,1.0,0
1388,"Tuesday, July 18, 2017",TOR,BOS,0.278,0.236,0.333,0.276,0.685,0.712,0.352,0.436,3.14,2.4,0
1389,"Tuesday, July 18, 2017",LAD,CHW,0.281,0.242,0.41,0.265,0.785,0.507,0.375,0.242,0.0,1.0,1
1390,"Tuesday, July 18, 2017",ARI,CIN,0.343,0.188,0.467,0.257,1.21,0.663,0.743,0.406,2.0,11.0,1
1391,"Tuesday, July 18, 2017",SDP,COL,0.257,0.324,0.325,0.4,0.811,0.959,0.486,0.559,7.88,6.0,0
1392,"Tuesday, July 18, 2017",SEA,HOU,0.182,0.345,0.206,0.394,0.418,1.049,0.212,0.655,6.75,2.0,0
1393,"Tuesday, July 18, 2017",DET,KCR,0.381,0.286,0.372,0.333,1.039,0.648,0.667,0.314,3.0,8.0,1
1394,"Tuesday, July 18, 2017",PHI,MIA,0.351,0.167,0.4,0.194,0.968,0.46,0.568,0.267,1.0,5.0,1
1395,"Tuesday, July 18, 2017",NYY,MIN,0.333,0.206,0.35,0.357,0.837,0.828,0.487,0.471,3.0,6.0,1
1396,"Tuesday, July 18, 2017",STL,NYM,0.333,0.1,0.357,0.129,0.767,0.262,0.41,0.133,0.0,3.0,1
1397,"Tuesday, July 18, 2017",TBR,OAK,0.188,0.133,0.25,0.235,0.531,0.469,0.281,0.233,3.0,3.0,1
1398,"Tuesday, July 18, 2017",MIL,PIT,0.351,0.207,0.368,0.258,0.828,0.672,0.459,0.414,4.5,3.0,0
1399,"Tuesday, July 18, 2017",CLE,SFG,0.206,0.206,0.25,0.289,0.515,0.554,0.265,0.265,1.0,0.9,0
1400,"Wednesday, July 19, 2017",WSN,LAA,0.036,0.281,0.069,0.351,0.14,0.82,0.071,0.469,7.88,0.0,0
1401,"Wednesday, July 19, 2017",CHC,ATL,0.342,0.188,0.39,0.235,1.074,0.642,0.684,0.406,2.0,7.0,1
1402,"Wednesday, July 19, 2017",TEX,BAL,0.235,0.314,0.297,0.351,0.65,0.866,0.353,0.514,6.75,2.0,0
1403,"Wednesday, July 19, 2017",TOR,BOS,0.172,0.241,0.286,0.353,0.458,0.629,0.172,0.276,3.38,0.0,0
1404,"Wednesday, July 19, 2017",LAD,CHW,0.382,0.231,0.462,0.259,1.285,0.644,0.824,0.385,1.29,10.57,1
1405,"Wednesday, July 19, 2017",ARI,CIN,0.19,0.349,0.227,0.417,0.561,0.882,0.333,0.465,3.48,2.45,0
1406,"Wednesday, July 19, 2017",SDP,COL,0.303,0.488,0.378,0.51,0.803,1.417,0.424,0.907,19.12,4.0,0
1407,"Wednesday, July 19, 2017",SEA,HOU,0.182,0.25,0.206,0.286,0.539,0.567,0.333,0.281,1.0,4.0,1
1408,"Wednesday, July 19, 2017",DET,KCR,0.206,0.25,0.27,0.306,0.564,0.774,0.294,0.469,4.15,3.0,0
1409,"Wednesday, July 19, 2017",PHI,MIA,0.476,0.212,0.51,0.257,1.176,0.651,0.667,0.394,3.0,10.0,1
1410,"Wednesday, July 19, 2017",NYY,MIN,0.219,0.226,0.324,0.273,0.543,0.66,0.219,0.387,6.75,1.0,0
1411,"Wednesday, July 19, 2017",STL,NYM,0.27,0.342,0.341,0.359,0.639,0.78,0.297,0.421,4.5,3.0,0
1412,"Wednesday, July 19, 2017",TBR,OAK,0.257,0.355,0.297,0.447,0.64,0.996,0.343,0.548,7.88,2.0,0
1413,"Wednesday, July 19, 2017",MIL,PIT,0.216,0.324,0.237,0.366,0.561,0.717,0.324,0.351,1.86,1.8,0
1414,"Wednesday, July 19, 2017",CLE,SFG,0.257,0.281,0.35,0.343,0.721,0.843,0.371,0.5,2.25,4.0,0
1415,"Thursday, July 20, 2017",TEX,BAL,0.265,0.389,0.359,0.45,0.8,1.228,0.441,0.778,10.12,7.0,0
